,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,REPORTED_DATE,GEO_LON,GEO_LAT,NEIGHBORHOOD_ID,MARIJUANA?
73766,2014364500.0,2014360000000000.0,2202,burglary-residence-by-force,burglary,7/14/14 7:30,7/14/14 18:12,-105.02236950000001,39.705355,athmar-park,MARIJUANA
74112,20144490.0,20144500000000.0,2204,burglary-residence-no-force,burglary,1/2/14 23:00,1/3/14 14:31,-105.040807,39.75015429999999,sloan-lake,MARIJUANA
74528,2014311723.0,2014310000000000.0,2202,burglary-residence-by-force,burglary,6/18/14 13:45,6/18/14 14:51,-104.89905149999998,39.639900399999995,hampden-south,MARIJUANA
74562,201431086.0,201431000000000.0,2202,burglary-residence-by-force,burglary,1/18/14 11:45,1/18/14 23:02,-104.91787120000001,39.675901700000004,goldsmith,MARIJUANA
74833,2014397776.0,2014400000000000.0,2399,theft-other,larceny,7/29/14 19:00,7/31/14 13:17,-104.95069529999999,39.721255799999994,cherry-creek,MARIJUANA
75133,201429889.0,201430000000000.0,2203,burglary-business-by-force,burglary,1/18/14 2:30,1/18/14 3:21,-104.98075729999998,39.690411600000004,platt-park,MARIJUANA
75377,2014325040.0,2014330000000000.0,2203,burglary-business-by-force,burglary,6/25/14 4:00,6/25/14 8:26,-104.9633706,39.7721566,cole,MARIJUANA
75633,2014354137.0,2014350000000000.0,2399,theft-other,larceny,7/8/14 13:00,7/9/14 14:17,-104.9886405,39.7545595,five-points,MARIJUANA
76020,2014282243.0,2014280000000000.0,5312,disturbing-the-peace,public-disorder,6/2/14 21:30,6/2/14 22:42,-105.0025966,39.710489100000004,athmar-park,MARIJUANA
76191,2014325855.0,2014330000000000.0,1205,robbery-street,robbery,6/25/14 16:24,6/25/14 16:24,-104.844165,39.7828661,montbello,MARIJUANA
76252,2014352103.0,2014350000000000.0,2203,burglary-business-by-force,burglary,7/7/14 19:00,7/8/14 14:30,-105.00226699999999,39.711357899999996,valverde,MARIJUANA
76480,201427889.0,201428000000000.0,2203,burglary-business-by-force,burglary,1/17/14 2:30,1/17/14 3:28,-105.0257001,39.7442168,west-colfax,MARIJUANA
76660,2014292287.0,2014290000000000.0,2999,criminal-mischief-other,public-disorder,6/8/14 6:31,6/8/14 6:31,-105.0112845,39.7619141,highland,MARIJUANA
77236,2014436128.0,2014440000000000.0,2203,burglary-business-by-force,burglary,8/10/14 4:05,8/19/14 19:02,-104.9195618,39.6789739,virginia-village,MARIJUANA
77509,20143809.0,20143800000000.0,2203,burglary-business-by-force,burglary,1/3/14 2:25,1/3/14 2:47,-104.9426114,39.7869915,elyria-swansea,MARIJUANA
77518,20143811.0,20143800000000.0,2999,criminal-mischief-other,public-disorder,1/3/14 2:20,1/3/14 2:48,-105.02188429999998,39.7108408,athmar-park,MARIJUANA
77722,20145803.0,20145800000000.0,2203,burglary-business-by-force,burglary,1/3/14 19:00,1/4/14 7:56,-104.98714640000001,39.6797054,platt-park,MARIJUANA
77727,201458037.0,201458000000000.0,1316,threats-to-injure,public-disorder,2/3/14 9:45,2/3/14 11:40,-104.9402356,39.6727846,university-hills,MARIJUANA
77728,201458037.0,201458000000000.0,2999,criminal-mischief-other,public-disorder,2/3/14 9:45,2/3/14 11:40,-104.9402356,39.6727846,university-hills,MARIJUANA
78657,2014454249.0,2014450000000000.0,2999,criminal-mischief-other,public-disorder,8/28/14 18:55,8/28/14 22:01,-104.9779455,39.790865000000004,globeville,MARIJUANA
78658,2014454249.0,2014450000000000.0,5312,disturbing-the-peace,public-disorder,8/28/14 18:55,8/28/14 22:01,-104.9779455,39.790865000000004,globeville,MARIJUANA
79875,2014409842.0,2014410000000000.0,5707,criminal-trespassing,all-other-crimes,8/4/14 8:00,8/6/14 13:55,-105.01088870000001,39.789592600000006,chaffee-park,MARIJUANA
79877,2014409853.0,2014410000000000.0,2308,theft-from-bldg,larceny,8/5/14 14:30,8/6/14 13:52,-104.9186442,39.7400086,montclair,MARIJUANA
80193,2014593043.0,2014590000000000.0,1315,aggravated-assault,aggravated-assault,11/7/14 0:25,11/7/14 5:26,-105.0092035,39.7024841,athmar-park,MARIJUANA
81582,2014481540.0,2014480000000000.0,2399,theft-other,larceny,9/11/14 16:00,9/11/14 19:38,-104.9873824,39.7218304,speer,MARIJUANA
81988,2014515184.0,2014520000000000.0,2399,theft-other,larceny,9/24/14 5:01,9/28/14 20:21,-105.03114070000001,39.7777882,berkeley,MARIJUANA
82028,2014530405.0,2014530000000000.0,2202,burglary-residence-by-force,burglary,10/6/14 7:00,10/6/14 11:27,-104.8732345,39.67313,hampden,MARIJUANA
82361,2014530626.0,2014530000000000.0,1315,menacing-felony-w-weap,aggravated-assault,10/6/14 12:29,10/6/14 13:10,-104.989935,39.7521356,five-points,MARIJUANA
82445,2014493753.0,2014490000000000.0,1205,robbery-street,robbery,9/18/14 3:15,9/18/14 3:47,-104.9863632,39.7537233,five-points,MARIJUANA
83181,2014453649.0,2014450000000000.0,2204,burglary-residence-no-force,burglary,8/28/14 12:30,8/28/14 13:56,-104.9767314,39.756162599999996,five-points,MARIJUANA
83471,2014244040.0,2014240000000000.0,2999,criminal-mischief-other,public-disorder,5/14/14 1:11,5/14/14 1:11,-104.84926709999999,39.7733189,stapleton,MARIJUANA
84247,2014570633.0,2014570000000000.0,1202,robbery-business,robbery,10/26/14 21:07,10/26/14 21:07,-104.99817639999999,39.7162381,baker,MARIJUANA
84845,201454699.0,201455000000000.0,2203,burglary-business-by-force,burglary,2/1/14 3:30,2/1/14 4:03,-104.9195618,39.6789739,virginia-village,MARIJUANA
84985,2014567448.0,2014570000000000.0,2205,burglary-business-no-force,burglary,10/24/14 19:00,10/25/14 5:53,-104.9998105,39.773231200000005,sunnyside,MARIJUANA
85604,2014519561.0,2014520000000000.0,2203,burglary-business-by-force,burglary,10/1/14 0:45,10/1/14 0:50,-104.99975090000001,39.678878499999996,college-view-south-platte,MARIJUANA
85735,2014559639.0,2014560000000000.0,2202,burglary-residence-by-force,burglary,10/20/14 5:00,10/21/14 11:18,-104.9484105,39.771758,clayton,MARIJUANA
85981,2014559250.0,2014560000000000.0,1205,robbery-street,robbery,10/21/14 5:00,10/21/14 8:46,-104.8902479,39.73980170000001,east-colfax,MARIJUANA
86286,2014501772.0,2014500000000000.0,2203,burglary-business-by-force,burglary,9/21/14 18:00,9/22/14 5:19,-105.0127143,39.7312308,lincoln-park,MARIJUANA
86448,2014532831.0,2014530000000000.0,1316,threats-to-injure,public-disorder,10/7/14 16:00,10/7/14 18:19,-104.9872155,39.73007929999999,capitol-hill,MARIJUANA
86549,2014583579.0,2014580000000000.0,2203,burglary-business-by-force,burglary,11/2/14 1:00,11/2/14 2:26,-105.00858899999999,39.7354277,lincoln-park,MARIJUANA
86579,2014501078.0,2014500000000000.0,1315,aggravated-assault,aggravated-assault,9/21/14 18:13,9/21/14 20:34,-104.8932446,39.740316899999996,east-colfax,MARIJUANA
86700,2014561787.0,2014560000000000.0,1205,robbery-street,robbery,10/22/14 13:00,10/22/14 14:58,-105.0326524,39.6572324,harvey-park-south,MARIJUANA
88022,2014466327.0,2014470000000000.0,2202,burglary-residence-by-force,burglary,9/3/14 13:45,9/3/14 21:31,-104.91488190000001,39.708471200000005,washington-virginia-vale,MARIJUANA
88028,2014466416.0,2014470000000000.0,2404,theft-of-motor-vehicle,auto-theft,9/3/14 17:00,9/3/14 22:49,-105.0083619,39.687167200000005,ruby-hill,MARIJUANA
88045,2014500267.0,2014500000000000.0,5707,criminal-trespassing,all-other-crimes,9/20/14 16:35,9/21/14 8:04,-104.9574798,39.77622,elyria-swansea,MARIJUANA
88752,2014486266.0,2014490000000000.0,2203,burglary-business-by-force,burglary,9/14/14 2:00,9/14/14 4:16,-104.99036699999999,39.696122700000004,overland,MARIJUANA
88783,2014575722.0,2014580000000000.0,2202,burglary-residence-by-force,burglary,10/28/14 19:00,10/29/14 12:00,-104.8197176,39.7926762,montbello,MARIJUANA
88806,2014576141.0,2014580000000000.0,2202,burglary-residence-by-force,burglary,10/29/14 13:30,10/29/14 16:39,-105.0386854,39.728815399999995,villa-park,MARIJUANA
90175,20146010214.0,2.0146e+16,2399,theft-other,larceny,10/28/14 1:30,10/28/14 9:52,-104.997243,39.7249642,baker,MARIJUANA
90542,2014462716.0,2014460000000000.0,2204,burglary-residence-no-force,burglary,9/2/14 2:10,9/2/14 5:16,-105.0522518,39.769074700000004,west-highland,MARIJUANA
91169,2014657784.0,2014660000000000.0,1313,assault-simple,other-crimes-against-persons,12/12/14 1:00,12/12/14 1:10,-104.94007920000001,39.7400631,hale,MARIJUANA
91267,2014563037.0,2014560000000000.0,2203,burglary-business-by-force,burglary,10/23/14 1:10,10/23/14 2:14,-104.90366909999999,39.6535328,hampden,MARIJUANA
91777,201468458.0,201468000000000.0,2203,burglary-business-by-force,burglary,2/9/14 2:00,2/9/14 5:26,-105.0017582,39.706924900000004,athmar-park,MARIJUANA
92245,201456445.0,201456000000000.0,2399,theft-other,larceny,2/1/14 18:00,2/2/14 11:44,-104.9803295,39.7865792,globeville,MARIJUANA
92250,2014577287.0,2014580000000000.0,2999,criminal-mischief-other,public-disorder,10/30/14 0:00,10/30/14 5:07,-105.0202174,39.7290133,sun-valley,MARIJUANA
92560,2014671556.0,2014670000000000.0,2399,theft-other,larceny,12/19/14 15:15,12/20/14 8:36,-104.96941729999999,39.739888799999996,cheesman-park,MARIJUANA
93043,2015111534.0,2015110000000000.0,2203,burglary-business-by-force,burglary,2/26/15 23:40,2/27/15 9:05,-105.01228200000001,39.7284591,lincoln-park,MARIJUANA
93106,2014577993.0,2014580000000000.0,1313,assault-simple,other-crimes-against-persons,10/30/14 13:00,10/30/14 13:54,-104.98514340000001,39.754676,five-points,MARIJUANA
93138,2014476257.0,2014480000000000.0,2203,burglary-business-by-force,burglary,9/9/14 0:45,9/9/14 0:59,-104.98075729999998,39.690411600000004,platt-park,MARIJUANA
94071,2014537614.0,2014540000000000.0,2203,burglary-business-by-force,burglary,10/10/14 3:45,10/10/14 3:55,-104.99928349999999,39.7060551,athmar-park,MARIJUANA
94295,20151514.0,20151500000000.0,2999,criminal-mischief-other,public-disorder,1/1/15 21:00,1/2/15 0:30,-105.0039485,39.7299341,lincoln-park,MARIJUANA
94296,20151514.0,20151500000000.0,2206,burglary-poss-of-tools,burglary,1/1/15 21:00,1/2/15 0:30,-105.0039485,39.7299341,lincoln-park,MARIJUANA
94489,2015155785.0,2015160000000000.0,1315,menacing-felony-w-weap,aggravated-assault,3/21/15 16:04,3/21/15 17:22,-104.94223410000001,39.7731482,elyria-swansea,MARIJUANA
94704,2015185154.0,2015190000000000.0,1316,threats-to-injure,public-disorder,4/5/15 13:00,4/5/15 13:38,-104.98746409999998,39.7087028,washington-park-west,MARIJUANA
95002,20146004060.0,2.0146e+16,2399,theft-other,larceny,5/1/14 17:30,5/7/14 16:45,-105.00098559999999,39.7231078,baker,MARIJUANA
95142,2014621699.0,2014620000000000.0,1208,robbery-residence,robbery,11/22/14 2:45,11/22/14 2:55,-105.03632169999999,39.7002167,westwood,MARIJUANA
95255,2014631693.0,2014630000000000.0,2203,burglary-business-by-force,burglary,11/28/14 2:12,11/28/14 2:12,-104.98795690000001,39.68014,overland,MARIJUANA
95364,201517080.0,201517000000000.0,2203,burglary-business-by-force,burglary,1/9/15 23:10,1/9/15 23:58,-104.96254750000001,39.7398384,cheesman-park,MARIJUANA
95454,2014645529.0,2014650000000000.0,2303,theft-shoplift,larceny,12/5/14 15:00,12/5/14 17:42,-104.94214009999999,39.6852602,cory-merrill,MARIJUANA
95458,2014645602.0,2014650000000000.0,2202,burglary-residence-by-force,burglary,12/5/14 16:30,12/5/14 19:23,-105.0431426,39.7388475,west-colfax,MARIJUANA
95699,2014672117.0,2014670000000000.0,1205,robbery-street,robbery,12/19/14 21:19,12/19/14 21:37,-104.8107929,39.7843062,montbello,MARIJUANA
96070,20146009361.0,2.0146e+16,2308,theft-from-bldg,larceny,7/23/14 11:00,10/2/14 16:11,-104.98069440000002,39.7113937,speer,MARIJUANA
96341,2015126545.0,2015130000000000.0,2203,burglary-business-by-force,burglary,3/7/15 1:14,3/7/15 1:14,-105.01228200000001,39.7284591,lincoln-park,MARIJUANA
96553,20149509375.0,2.01495e+16,2303,theft-shoplift,larceny,6/2/14 17:07,6/4/14 12:09,-104.98721359999999,39.670031200000004,rosedale,MARIJUANA
96894,2014617286.0,2014620000000000.0,2204,burglary-residence-no-force,burglary,11/19/14 12:50,11/19/14 23:47,-104.8709598,39.6692771,hampden,MARIJUANA
97525,2015136147.0,2015140000000000.0,2202,burglary-residence-by-force,burglary,3/12/15 1:20,3/12/15 1:26,-104.9512476,39.6724604,university-park,MARIJUANA
97741,2014619701.0,2014620000000000.0,2203,burglary-business-by-force,burglary,11/21/14 1:00,11/21/14 7:54,-105.0154738,39.72190560000001,valverde,MARIJUANA
97873,201512831.0,201513000000000.0,2203,burglary-business-by-force,burglary,1/7/15 20:55,1/7/15 21:39,-104.95962469999999,39.785506,elyria-swansea,MARIJUANA
98027,201488110.0,201488000000000.0,3560,drug-marijuana-sell,drug-alcohol,2/19/14 17:45,2/20/14 16:15,-104.97252830000001,39.6775296,university,MARIJUANA
98248,2015171263.0,2015170000000000.0,2203,burglary-business-by-force,burglary,3/29/15 1:15,3/29/15 11:28,-104.9997997,39.7144167,baker,MARIJUANA
98353,201499775.0,201500000000000.0,2203,burglary-business-by-force,burglary,2/25/14 23:15,2/26/14 1:26,-105.0257001,39.7442168,west-colfax,MARIJUANA
98855,201488398.0,201488000000000.0,2204,burglary-residence-no-force,burglary,2/11/14 7:00,2/19/14 20:53,-105.0358819,39.728559999999995,villa-park,MARIJUANA
99715,201497046.0,201497000000000.0,2303,theft-shoplift,larceny,2/22/14 11:39,2/24/14 14:35,-104.99817639999999,39.7162381,baker,MARIJUANA
99766,201479798.0,201480000000000.0,2203,burglary-business-by-force,burglary,2/15/14 4:10,2/15/14 6:15,-104.98615729999999,39.7594929,five-points,MARIJUANA
100102,2015168873.0,2015170000000000.0,5707,criminal-trespassing,all-other-crimes,3/28/15 5:32,3/28/15 6:32,-105.00858899999999,39.7354277,lincoln-park,MARIJUANA
100214,2014660829.0,2014660000000000.0,1205,robbery-street,robbery,12/13/14 10:00,12/13/14 18:00,-105.0320713,39.7348508,villa-park,MARIJUANA
100603,2014663585.0,2014660000000000.0,1205,robbery-street,robbery,12/15/14 9:39,12/15/14 11:00,-104.9331598,39.7404308,south-park-hill,MARIJUANA
100781,2014677313.0,2014680000000000.0,5213,weapon-unlawful-discharge-of,all-other-crimes,12/22/14 20:20,12/22/14 23:38,-105.03510179999999,39.7094772,westwood,MARIJUANA
100935,2014679515.0,2014680000000000.0,2203,burglary-business-by-force,burglary,12/24/14 3:29,12/24/14 3:34,-104.9998105,39.773231200000005,sunnyside,MARIJUANA
100939,201493205.0,201493000000000.0,2203,burglary-business-by-force,burglary,2/22/14 5:20,2/22/14 5:56,-105.0254818,39.7028968,westwood,MARIJUANA
100972,2015118928.0,2015120000000000.0,2203,burglary-business-by-force,burglary,3/3/15 4:12,3/3/15 4:51,-104.9999768,39.7060278,athmar-park,MARIJUANA
100973,2015118928.0,2015120000000000.0,5499,vehicular-eluding-no-chase,all-other-crimes,3/3/15 4:12,3/3/15 4:51,-104.9999768,39.7060278,athmar-park,MARIJUANA
101193,2015158307.0,2015160000000000.0,1205,robbery-street,robbery,3/22/15 22:10,3/22/15 23:45,-105.02446929999999,39.661408200000004,college-view-south-platte,MARIJUANA
101733,2015159932.0,2015160000000000.0,2303,theft-shoplift,larceny,3/23/15 16:50,3/23/15 20:05,-104.96941729999999,39.739888799999996,cheesman-park,MARIJUANA
102046,2015172624.0,2015170000000000.0,2203,burglary-business-by-force,burglary,3/30/15 3:22,3/30/15 3:29,-104.98132460000001,39.7151026,speer,MARIJUANA
102294,2015117743.0,2015120000000000.0,2399,theft-other,larceny,2/7/15 18:40,3/2/15 15:00,-105.02547040000002,39.719305299999995,barnum,MARIJUANA
102704,2014610197.0,2014610000000000.0,2203,burglary-business-by-force,burglary,11/16/14 1:40,11/16/14 6:04,-104.9860428,39.759594,five-points,MARIJUANA
103201,2014638118.0,2014640000000000.0,2202,burglary-residence-by-force,burglary,12/1/14 8:00,12/1/14 18:23,-105.0434108,39.6998299,westwood,MARIJUANA
103444,201470613.0,201471000000000.0,2203,burglary-business-by-force,burglary,2/10/14 2:25,2/10/14 13:37,-105.00692099999999,39.779473700000004,sunnyside,MARIJUANA
103596,2015175385.0,2015180000000000.0,1313,assault-dv,other-crimes-against-persons,3/31/15 13:30,3/31/15 14:24,-104.97800900000001,39.739812,capitol-hill,MARIJUANA
103745,2014691540.0,2014690000000000.0,1205,robbery-street,robbery,12/31/14 20:26,12/31/14 21:21,-104.91598379999999,39.7387792,montclair,MARIJUANA
103893,201470024.0,201470000000000.0,2203,burglary-business-by-force,burglary,2/10/14 4:10,2/10/14 4:39,-104.9663818,39.7817786,elyria-swansea,MARIJUANA
104154,2015104173.0,2015100000000000.0,2203,burglary-business-by-force,burglary,2/22/15 2:00,2/23/15 7:10,-104.9848365,39.7523961,five-points,MARIJUANA
104916,2014669859.0,2014670000000000.0,2303,theft-shoplift,larceny,12/18/14 16:26,12/18/14 21:28,-104.99435120000001,39.746362100000006,cbd,MARIJUANA
104939,2015300275.0,2015300000000000.0,2999,criminal-mischief-other,public-disorder,5/30/15 17:00,5/31/15 15:33,-104.9296098,39.775110999999995,northeast-park-hill,MARIJUANA
105052,2015245639.0,2015250000000000.0,2203,burglary-business-by-force,burglary,5/4/15 22:06,5/4/15 22:09,-105.01287450000001,39.6789857,college-view-south-platte,MARIJUANA
105303,2014626925.0,2014630000000000.0,2205,burglary-business-no-force,burglary,11/25/14 2:30,11/25/14 2:50,-105.0015027,39.704873,athmar-park,MARIJUANA
105471,2014627084.0,2014630000000000.0,2203,burglary-business-by-force,burglary,11/25/14 7:00,11/25/14 8:06,-104.9044335,39.739706899999995,montclair,MARIJUANA
105473,2014627117.0,2014630000000000.0,2203,burglary-business-by-force,burglary,11/24/14 19:10,11/25/14 8:28,-104.8930519,39.7404037,east-colfax,MARIJUANA
105604,2014668540.0,2014670000000000.0,2203,burglary-business-by-force,burglary,12/18/14 2:13,12/18/14 3:12,-104.96557820000001,39.772378,cole,MARIJUANA
105817,2015329213.0,2015330000000000.0,1205,robbery-street,robbery,6/13/15 19:30,6/13/15 22:40,-104.99587009999999,39.7517494,union-station,MARIJUANA
106493,2015219392.0,2015220000000000.0,1202,robbery-business,robbery,4/22/15 9:10,4/22/15 10:39,-104.9643672,39.7720925,cole,MARIJUANA
106627,201510609.0,201511000000000.0,1315,aggravated-assault,aggravated-assault,1/5/15 0:30,1/6/15 17:00,-104.89366100000001,39.739868799999996,east-colfax,MARIJUANA
107807,2015277642.0,2015280000000000.0,2204,burglary-residence-no-force,burglary,5/20/15 8:00,5/20/15 22:22,-104.92904650000001,39.7682589,northeast-park-hill,MARIJUANA
108295,2015274152.0,2015270000000000.0,2203,burglary-business-by-force,burglary,5/19/15 1:30,5/19/15 1:47,-104.9574798,39.77622,elyria-swansea,MARIJUANA
109133,2015362349.0,2015360000000000.0,1212,robbery-car-jacking,robbery,6/28/15 22:00,6/29/15 0:11,-105.00243600000002,39.7291316,lincoln-park,MARIJUANA
109134,2015362349.0,2015360000000000.0,2404,theft-of-motor-vehicle,auto-theft,6/28/15 22:00,6/29/15 0:11,-105.00243600000002,39.7291316,lincoln-park,MARIJUANA
110112,2015288724.0,2015290000000000.0,2399,theft-other,larceny,5/26/15 8:20,5/26/15 8:30,-105.0102435,39.7413836,auraria,MARIJUANA
110113,2015288724.0,2015290000000000.0,3560,drug-marijuana-sell,drug-alcohol,5/26/15 8:20,5/26/15 8:30,-105.0102435,39.7413836,auraria,MARIJUANA
110489,2015413336.0,2015410000000000.0,2999,criminal-mischief-other,public-disorder,7/21/15 17:00,7/22/15 13:00,-104.99829540000002,39.6921459,ruby-hill,MARIJUANA
110647,2015415209.0,2015420000000000.0,2203,burglary-business-by-force,burglary,7/23/15 4:00,7/23/15 7:26,-104.8478267,39.7682981,stapleton,MARIJUANA
110950,2015263922.0,2015260000000000.0,2999,criminal-mischief-other,public-disorder,5/14/15 1:20,5/14/15 2:23,-104.9991221,39.7376279,lincoln-park,MARIJUANA
111085,201538837.0,201539000000000.0,2203,burglary-business-by-force,burglary,1/21/15 0:50,1/21/15 1:35,-105.1089047,39.6337088,marston,MARIJUANA
111262,2015321182.0,2015320000000000.0,2203,burglary-business-by-force,burglary,6/10/15 3:45,6/10/15 4:47,-104.96557820000001,39.772378,cole,MARIJUANA
111272,201533690.0,201534000000000.0,1316,threats-to-injure,public-disorder,1/18/15 13:00,1/18/15 16:03,-104.9242985,39.7564311,north-park-hill,MARIJUANA
111273,201533690.0,201534000000000.0,5499,traf-other,all-other-crimes,1/18/15 13:00,1/18/15 16:03,-104.9242985,39.7564311,north-park-hill,MARIJUANA
111381,2015351217.0,2015350000000000.0,2203,burglary-business-by-force,burglary,6/24/15 0:25,6/24/15 2:38,-104.9761134,39.788416299999994,globeville,MARIJUANA
111672,2015393733.0,2015390000000000.0,2203,burglary-business-by-force,burglary,7/13/15 5:10,7/13/15 5:51,-105.0202174,39.7290133,sun-valley,MARIJUANA
112032,2015336116.0,2015340000000000.0,2203,burglary-business-by-force,burglary,6/17/15 4:15,6/17/15 6:19,-104.9767883,39.7900061,globeville,MARIJUANA
112230,2015365314.0,2015370000000000.0,1205,robbery-street,robbery,6/29/15 10:45,6/30/15 10:06,-104.96841709999998,39.7681577,cole,MARIJUANA
112513,2015405123.0,2015410000000000.0,2203,burglary-business-by-force,burglary,7/17/15 17:00,7/18/15 10:12,-104.9898483,39.6941466,overland,MARIJUANA
112514,2015405145.0,2015410000000000.0,2203,burglary-business-by-force,burglary,7/18/15 1:00,7/18/15 9:01,-105.0011258,39.709382,athmar-park,MARIJUANA
112649,2015395504.0,2015400000000000.0,1205,robbery-street,robbery,7/13/15 23:00,7/13/15 23:48,-104.8296381,39.7801406,montbello,MARIJUANA
113300,2015380779.0,2015380000000000.0,2305,theft-items-from-vehicle,theft-from-motor-vehicle,7/7/15 1:13,7/7/15 3:22,-104.8143023,39.776206200000004,montbello,MARIJUANA
113786,2015345256.0,2015350000000000.0,2203,burglary-business-by-force,burglary,6/21/15 2:20,6/21/15 6:58,-105.019574,39.7300374,sun-valley,MARIJUANA
113825,2015413784.0,2015410000000000.0,2399,theft-other,larceny,7/22/15 12:30,7/22/15 14:30,-104.8486354,39.7723848,stapleton,MARIJUANA
114353,2015278044.0,2015280000000000.0,2205,burglary-business-no-force,burglary,5/21/15 3:45,5/21/15 4:45,-105.0039485,39.7299341,lincoln-park,MARIJUANA
114480,2015265175.0,2015270000000000.0,2303,theft-shoplift,larceny,5/14/15 15:30,5/14/15 17:26,-105.0134955,39.7206208,valverde,MARIJUANA
114793,201524323.0,201524000000000.0,2202,burglary-residence-by-force,burglary,1/13/15 20:30,1/13/15 21:38,-105.0414747,39.7290843,villa-park,MARIJUANA
114888,2015270723.0,2015270000000000.0,2303,theft-shoplift,larceny,5/11/15 13:46,5/17/15 10:59,-104.98714640000001,39.6797054,platt-park,MARIJUANA
115547,2015255876.0,2015260000000000.0,2203,burglary-business-by-force,burglary,5/10/15 0:32,5/10/15 0:32,-104.96623840000001,39.7842487,elyria-swansea,MARIJUANA
115553,2015311507.0,2015310000000000.0,1202,robbery-business,robbery,6/5/15 16:45,6/5/15 17:06,-104.9283422,39.74033060000001,south-park-hill,MARIJUANA
115695,2015271606.0,2015270000000000.0,1205,robbery-street,robbery,5/17/15 14:00,5/17/15 20:11,-104.96656850000001,39.761925899999994,whittier,MARIJUANA
115715,2015255912.0,2015260000000000.0,2203,burglary-business-by-force,burglary,5/10/15 0:45,5/10/15 1:41,-104.94161480000001,39.7883731,elyria-swansea,MARIJUANA
115837,2015396027.0,2015400000000000.0,2203,burglary-business-by-force,burglary,7/14/15 5:08,7/14/15 8:50,-104.9907702,39.6816951,overland,MARIJUANA
116072,2015203620.0,2015200000000000.0,2202,burglary-residence-by-force,burglary,4/13/15 12:00,4/14/15 14:55,-105.0033572,39.771258700000004,sunnyside,MARIJUANA
116152,2015312715.0,2015310000000000.0,2203,burglary-business-by-force,burglary,6/6/15 3:40,6/6/15 4:26,-104.9146692,39.7399367,montclair,MARIJUANA
116530,2015239429.0,2015240000000000.0,2203,burglary-business-by-force,burglary,5/2/15 0:00,5/2/15 3:46,-104.99028090000002,39.6962266,overland,MARIJUANA
117057,2015266856.0,2015270000000000.0,2605,theft-unauth-use-of-ftd,white-collar-crime,4/16/15 16:32,5/15/15 14:57,-104.8459901,39.78022429999999,montbello,MARIJUANA
117624,2015280687.0,2015280000000000.0,3560,drug-marijuana-sell,drug-alcohol,5/22/15 10:43,5/23/15 17:34,-104.9937732,39.773224600000006,globeville,MARIJUANA
117627,2015280757.0,2015280000000000.0,3560,drug-marijuana-sell,drug-alcohol,5/22/15 11:25,5/22/15 15:22,-104.94161480000001,39.7883731,elyria-swansea,MARIJUANA
117747,2015293058.0,2015290000000000.0,2203,burglary-business-by-force,burglary,5/27/15 23:00,5/28/15 9:36,-104.9779455,39.790865000000004,globeville,MARIJUANA
117780,2015383256.0,2015380000000000.0,2203,burglary-business-by-force,burglary,7/7/15 19:00,7/8/15 9:14,-104.90871429999999,39.7013904,washington-virginia-vale,MARIJUANA
117791,2015383404.0,2015380000000000.0,2203,burglary-business-by-force,burglary,7/8/15 2:30,7/8/15 10:15,-104.99751029999999,39.715433700000006,baker,MARIJUANA
117948,2015353699.0,2015350000000000.0,2203,burglary-business-by-force,burglary,6/25/15 5:00,6/25/15 5:15,-104.9877423,39.684709999999995,overland,MARIJUANA
120351,2015355312.0,2015360000000000.0,2308,theft-from-bldg,larceny,6/24/15 21:30,6/25/15 22:59,-105.02874009999998,39.738475,west-colfax,MARIJUANA
120361,201535540.0,201536000000000.0,2203,burglary-business-by-force,burglary,1/18/15 20:00,1/19/15 12:41,-104.94161480000001,39.7883731,elyria-swansea,MARIJUANA
120954,2015399366.0,2015400000000000.0,1205,robbery-street,robbery,7/15/15 17:40,7/15/15 17:48,-105.0322305,39.7365727,west-colfax,MARIJUANA
121042,2015355741.0,2015360000000000.0,1208,robbery-residence,robbery,6/26/15 1:05,6/26/15 1:08,-105.0529071,39.773425599999996,berkeley,MARIJUANA
121120,2015323968.0,2015320000000000.0,2305,theft-items-from-vehicle,theft-from-motor-vehicle,6/10/15 1:30,6/11/15 12:22,-104.9806456,39.754005600000006,five-points,MARIJUANA
121584,201550947.0,201551000000000.0,2203,burglary-business-by-force,burglary,1/26/15 23:20,1/26/15 23:57,-105.0010351,39.67516129999999,college-view-south-platte,MARIJUANA
122944,2015463798.0,2015460000000000.0,2203,burglary-business-by-force,burglary,8/13/15 3:30,8/14/15 12:58,-104.9898483,39.6941466,overland,MARIJUANA
123264,201550789.0,201551000000000.0,2203,burglary-business-by-force,burglary,1/26/15 21:44,1/27/15 1:27,-104.9761134,39.788416299999994,globeville,MARIJUANA
123761,2015371496.0,2015370000000000.0,2203,burglary-business-by-force,burglary,7/3/15 0:50,7/3/15 2:21,-104.95884939999999,39.7757706,elyria-swansea,MARIJUANA
123960,2015371964.0,2015370000000000.0,2303,theft-shoplift,larceny,6/10/15 14:00,7/3/15 11:57,-104.98714640000001,39.6797054,platt-park,MARIJUANA
125051,2015516018.0,2015520000000000.0,2203,burglary-business-by-force,burglary,9/6/15 0:00,9/6/15 11:06,-104.9992513,39.697127200000004,athmar-park,MARIJUANA
