,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,REPORTED_DATE,GEO_LON,GEO_LAT,NEIGHBORHOOD_ID,MARIJUANA?
125219,201555281.0,201555000000000.0,2203,burglary-business-by-force,burglary,1/29/15 3:34,1/29/15 5:20,-104.98746409999998,39.7087028,washington-park-west,MARIJUANA
125324,20155004317.0,2.0155e+16,2005,arson-business,arson,11/30/15 2:00,11/30/15 4:44,-105.0248221,39.747837,jefferson-park,MARIJUANA
125401,2015599317.0,2015600000000000.0,1315,aggravated-assault,aggravated-assault,10/14/15 4:05,10/14/15 4:14,-105.04808909999998,39.7034827,westwood,MARIJUANA
125959,2015515030.0,2015520000000000.0,2203,burglary-business-by-force,burglary,9/5/15 22:20,9/6/15 0:28,-105.05240800000001,39.711726899999995,barnum-west,MARIJUANA
126758,2015515456.0,2015520000000000.0,2203,burglary-business-by-force,burglary,9/6/15 1:55,9/6/15 3:43,-104.99972749999999,39.7285354,lincoln-park,MARIJUANA
127821,2015461024.0,2015460000000000.0,2203,burglary-business-by-force,burglary,8/13/15 3:05,8/13/15 11:14,-105.00241090000002,39.6790435,college-view-south-platte,MARIJUANA
128450,2015517042.0,2015520000000000.0,5499,traf-other,all-other-crimes,9/6/15 21:58,9/6/15 23:13,-105.0420821,39.7133727,barnum-west,MARIJUANA
129020,2015467857.0,2015470000000000.0,2203,burglary-business-by-force,burglary,8/16/15 4:09,8/16/15 4:15,-105.0084318,39.6964604,ruby-hill,MARIJUANA
129089,201549561.0,201550000000000.0,2203,burglary-business-by-force,burglary,1/26/15 7:15,1/26/15 11:08,-104.93330559999998,39.7404315,south-park-hill,MARIJUANA
129506,2015531084.0,2015530000000000.0,2204,burglary-residence-no-force,burglary,9/12/15 21:00,9/13/15 11:25,-104.92162169999999,39.695014,virginia-village,MARIJUANA
129682,2015452627.0,2015450000000000.0,2999,criminal-mischief-other,public-disorder,8/9/15 5:00,8/9/15 6:15,-104.9877423,39.684709999999995,overland,MARIJUANA
130101,2015528590.0,2015530000000000.0,2204,burglary-residence-no-force,burglary,9/11/15 21:00,9/12/15 7:50,-104.96436829999999,39.7677633,cole,MARIJUANA
130336,2015573702.0,2015570000000000.0,2999,criminal-mischief-mtr-veh,public-disorder,10/2/15 13:25,10/2/15 13:33,-105.01228200000001,39.7284591,lincoln-park,MARIJUANA
130790,2015557881.0,2015560000000000.0,3560,drug-marijuana-sell,drug-alcohol,9/25/15 14:41,9/25/15 17:00,-104.97361799999999,39.673408200000004,rosedale,MARIJUANA
130797,2015557975.0,2015560000000000.0,3560,drug-marijuana-sell,drug-alcohol,9/25/15 15:30,9/26/15 17:11,-104.9866554,39.7303321,capitol-hill,MARIJUANA
131459,2015654331.0,2015650000000000.0,2308,theft-from-bldg,larceny,11/7/15 21:00,11/8/15 5:04,-104.96870459999998,39.7414861,city-park-west,MARIJUANA
131492,2015680760.0,2015680000000000.0,2203,burglary-business-by-force,burglary,11/21/15 4:20,11/21/15 8:29,-105.0203925,39.76944879999999,sunnyside,MARIJUANA
131598,2015470253.0,2015470000000000.0,2999,criminal-mischief-other,public-disorder,8/14/15 16:00,8/17/15 12:53,-104.99829540000002,39.6921459,ruby-hill,MARIJUANA
131649,2015532767.0,2015530000000000.0,2203,burglary-business-by-force,burglary,9/14/15 1:05,9/14/15 8:53,-105.0014117,39.7176685,baker,MARIJUANA
131841,2015518010.0,2015520000000000.0,1208,robbery-residence,robbery,9/7/15 11:24,9/7/15 11:46,-104.8035359,39.7748033,gateway-green-valley-ranch,MARIJUANA
132608,2015497371.0,2015500000000000.0,2203,burglary-business-by-force,burglary,8/28/15 19:00,8/29/15 7:23,-104.97139109999999,39.77052379999999,cole,MARIJUANA
132651,2015519245.0,2015520000000000.0,2203,burglary-business-by-force,burglary,9/8/15 1:20,9/8/15 2:09,-104.98714640000001,39.6797054,platt-park,MARIJUANA
133171,2015561946.0,2015560000000000.0,2203,burglary-business-by-force,burglary,9/26/15 21:10,9/27/15 14:52,-104.9974616,39.6686341,overland,MARIJUANA
133735,2015471936.0,2015470000000000.0,2203,burglary-business-by-force,burglary,8/18/15 3:43,8/18/15 3:46,-104.9605686,39.7775217,elyria-swansea,MARIJUANA
134095,2015483572.0,2015480000000000.0,2203,burglary-business-by-force,burglary,8/22/15 18:00,8/23/15 7:40,-105.01228200000001,39.7284591,lincoln-park,MARIJUANA
134096,2015483574.0,2015480000000000.0,2203,burglary-business-by-force,burglary,8/23/15 5:54,8/23/15 7:59,-105.0011258,39.709382,athmar-park,MARIJUANA
134257,2015470998.0,2015470000000000.0,2204,burglary-residence-no-force,burglary,8/17/15 7:00,8/17/15 17:02,-104.90255959999999,39.7472057,east-colfax,MARIJUANA
134639,2015486334.0,2015490000000000.0,2399,theft-other,larceny,8/14/15 17:50,8/24/15 15:49,-104.9974616,39.6686341,overland,MARIJUANA
134868,2015697554.0,2015700000000000.0,2202,burglary-residence-by-force,burglary,11/30/15 14:10,11/30/15 15:08,-105.01681129999999,39.669149,college-view-south-platte,MARIJUANA
135041,2016108561.0,2016110000000000.0,2203,burglary-business-by-force,burglary,2/20/16 4:00,2/20/16 4:11,-105.0243508,39.6883421,ruby-hill,MARIJUANA
135100,2015755704.0,2015760000000000.0,2799,theft-embezzle,white-collar-crime,11/23/15 9:00,12/30/15 18:00,-104.97881559999999,39.770049,five-points,MARIJUANA
135568,2016110720.0,2016110000000000.0,2203,burglary-business-by-force,burglary,2/21/16 4:05,2/21/16 4:11,-104.89803390000002,39.7403936,east-colfax,MARIJUANA
137856,2015742621.0,2015740000000000.0,2203,burglary-business-by-force,burglary,12/23/15 2:30,12/23/15 5:27,-105.0190115,39.7270318,sun-valley,MARIJUANA
137857,2015742621.0,2015740000000000.0,5707,criminal-trespassing,all-other-crimes,12/23/15 2:30,12/23/15 5:27,-105.0190115,39.7270318,sun-valley,MARIJUANA
137895,2015741465.0,2015740000000000.0,2205,burglary-business-no-force,burglary,12/22/15 13:44,12/22/15 16:02,-104.99751029999999,39.715433700000006,baker,MARIJUANA
138141,2015681667.0,2015680000000000.0,5707,criminal-trespassing,all-other-crimes,11/21/15 17:04,11/21/15 17:04,-105.02188429999998,39.7108408,athmar-park,MARIJUANA
139026,2015687783.0,2015690000000000.0,2202,burglary-residence-by-force,burglary,11/24/15 17:00,11/24/15 20:03,-104.9712682,39.741055700000004,city-park-west,MARIJUANA
139243,2015602557.0,2015600000000000.0,2303,theft-shoplift,larceny,10/15/15 13:57,10/15/15 14:27,-104.99166729999999,39.752585100000005,five-points,MARIJUANA
139477,2015660215.0,2015660000000000.0,2203,burglary-business-by-force,burglary,11/11/15 2:58,11/11/15 3:41,-104.98132460000001,39.7151026,speer,MARIJUANA
139923,2015616118.0,2015620000000000.0,1208,robbery-residence,robbery,10/21/15 11:00,10/21/15 18:52,-105.0023595,39.6943045,ruby-hill,MARIJUANA
140247,2015648621.0,2015650000000000.0,2202,burglary-residence-by-force,burglary,11/5/15 12:45,11/5/15 13:26,-105.01752379999999,39.670398299999995,college-view-south-platte,MARIJUANA
141332,201599810.0,201600000000000.0,3560,drug-marijuana-sell,drug-alcohol,2/20/15 14:00,2/20/15 15:55,-104.8459901,39.78022429999999,montbello,MARIJUANA
141560,2015715589.0,2015720000000000.0,1313,assault-dv,other-crimes-against-persons,12/9/15 10:45,12/9/15 10:50,-105.0257601,39.6890698,mar-lee,MARIJUANA
141691,2015678955.0,2015680000000000.0,3560,drug-marijuana-sell,drug-alcohol,11/20/15 11:14,11/21/15 16:58,-104.99432240000002,39.736545,civic-center,MARIJUANA
141823,2016103385.0,2016100000000000.0,2203,burglary-business-by-force,burglary,2/18/16 2:00,2/18/16 2:02,-104.9968368,39.6789868,overland,MARIJUANA
141825,2016103421.0,2016100000000000.0,2203,burglary-business-by-force,burglary,2/18/16 2:30,2/18/16 2:43,-104.9678435,39.6782964,university,MARIJUANA
142040,2015704226.0,2015700000000000.0,1313,assault-simple,other-crimes-against-persons,12/3/15 20:00,12/3/15 20:35,-104.93621509999998,39.694780200000004,virginia-village,MARIJUANA
142366,2015691618.0,2015690000000000.0,2203,burglary-business-by-force,burglary,11/27/15 2:30,11/27/15 3:32,-104.89803390000002,39.7403936,east-colfax,MARIJUANA
142495,2015732961.0,2015730000000000.0,2203,burglary-business-by-force,burglary,12/18/15 3:15,12/18/15 4:24,-104.9707561,39.7721598,elyria-swansea,MARIJUANA
143261,2015720013.0,2015720000000000.0,5312,disturbing-the-peace,public-disorder,12/11/15 11:39,12/11/15 13:08,-104.99440200000001,39.752635299999994,union-station,MARIJUANA
144652,2015621687.0,2015620000000000.0,2203,burglary-business-by-force,burglary,10/24/15 4:20,10/24/15 4:22,-105.1089047,39.6337088,marston,MARIJUANA
144837,201563664.0,201564000000000.0,2204,burglary-residence-no-force,burglary,1/28/14 16:30,2/2/15 8:49,-105.0183915,39.7028927,athmar-park,MARIJUANA
144889,2015664238.0,2015660000000000.0,2203,burglary-business-by-force,burglary,11/12/15 20:00,11/13/15 6:28,-104.92151080000001,39.7399403,montclair,MARIJUANA
144891,2015664278.0,2015660000000000.0,2203,burglary-business-by-force,burglary,11/13/15 6:30,11/13/15 6:58,-104.94203590000002,39.7788272,elyria-swansea,MARIJUANA
145018,2016100418.0,2016100000000000.0,2204,burglary-residence-no-force,burglary,2/16/16 13:00,2/16/16 18:34,-104.96321440000001,39.6986978,washington-park,MARIJUANA
145122,2015694523.0,2015690000000000.0,2202,burglary-residence-by-force,burglary,11/28/15 18:45,11/28/15 20:33,-104.92359180000001,39.728607000000004,hale,MARIJUANA
145641,20156009215.0,2.0156e+16,2999,criminal-mischief-other,public-disorder,9/24/15 20:00,9/25/15 15:11,-104.99479469999999,39.69714929999999,athmar-park,MARIJUANA
147164,2016196270.0,2016200000000000.0,2203,burglary-business-by-force,burglary,3/30/16 5:00,3/30/16 7:10,-104.9767883,39.7900061,globeville,MARIJUANA
147401,2016178429.0,2016180000000000.0,2204,burglary-residence-no-force,burglary,3/21/16 8:00,3/21/16 19:07,-104.9083747,39.6282744,southmoor-park,MARIJUANA
147672,2015750975.0,2015750000000000.0,2203,burglary-business-by-force,burglary,12/27/15 7:20,12/28/15 11:17,-104.9605686,39.7775217,elyria-swansea,MARIJUANA
148676,2015679469.0,2015680000000000.0,1205,robbery-street,robbery,11/20/15 15:15,11/20/15 15:20,-104.8459901,39.78022429999999,montbello,MARIJUANA
148931,2016124043.0,2016120000000000.0,2203,burglary-business-by-force,burglary,2/27/16 0:50,2/27/16 0:50,-104.96164399999999,39.7778643,elyria-swansea,MARIJUANA
149563,2016343628.0,2016340000000000.0,2203,burglary-business-by-force,burglary,6/2/16 4:10,6/2/16 4:19,-104.98795690000001,39.68014,overland,MARIJUANA
150498,2016212100.0,2016210000000000.0,2203,burglary-business-by-force,burglary,4/6/16 3:25,4/6/16 4:00,-104.91454440000001,39.6786333,virginia-village,MARIJUANA
150610,2016258525.0,2016260000000000.0,2205,burglary-business-no-force,burglary,4/26/16 5:15,4/26/16 6:11,-104.98344879999999,39.6988845,washington-park-west,MARIJUANA
150690,2016226473.0,2016230000000000.0,2399,theft-other,larceny,4/7/16 17:37,4/12/16 11:37,-104.9797844,39.7780392,globeville,MARIJUANA
151029,2016256451.0,2016260000000000.0,5707,criminal-trespassing,all-other-crimes,4/25/16 9:45,4/25/16 10:28,-104.9505947,39.7404449,city-park,MARIJUANA
151046,2016270384.0,2016270000000000.0,2202,burglary-residence-by-force,burglary,5/1/16 10:40,5/1/16 10:57,-104.9544364,39.7809772,elyria-swansea,MARIJUANA
151185,2016255816.0,2016260000000000.0,2203,burglary-business-by-force,burglary,4/25/16 1:50,4/25/16 2:03,-104.92026440000001,39.779743200000006,northeast-park-hill,MARIJUANA
151617,2015666518.0,2015670000000000.0,2203,burglary-business-by-force,burglary,11/13/15 19:15,11/14/15 5:16,-105.0203925,39.76944879999999,sunnyside,MARIJUANA
151618,2015666535.0,2015670000000000.0,2203,burglary-business-by-force,burglary,11/14/15 5:00,11/14/15 5:45,-104.9432584,39.773630700000005,elyria-swansea,MARIJUANA
152142,2016277659.0,2016280000000000.0,2399,theft-other,larceny,5/4/16 13:04,5/4/16 16:17,-104.8930519,39.7404037,east-colfax,MARIJUANA
152246,2016334634.0,2016330000000000.0,2999,criminal-mischief-other,public-disorder,5/28/16 23:25,5/28/16 23:25,-104.89794140000001,39.7404041,east-colfax,MARIJUANA
152526,2016344743.0,2016340000000000.0,2303,theft-shoplift,larceny,6/2/16 15:30,6/2/16 18:24,-104.9079095,39.7719154,northeast-park-hill,MARIJUANA
152725,2016345327.0,2016350000000000.0,2203,burglary-business-by-force,burglary,6/2/16 0:30,6/2/16 21:03,-104.9605686,39.7775217,elyria-swansea,MARIJUANA
152768,2016138933.0,2016140000000000.0,3560,drug-marijuana-sell,drug-alcohol,3/4/16 11:30,3/4/16 14:55,-104.92845349999999,39.78078529999999,northeast-park-hill,MARIJUANA
153260,2016323167.0,2016320000000000.0,2203,burglary-business-by-force,burglary,5/24/16 1:10,5/24/16 2:09,-104.9432584,39.773630700000005,elyria-swansea,MARIJUANA
153286,2016306929.0,2016310000000000.0,2203,burglary-business-by-force,burglary,5/17/16 5:00,5/17/16 12:49,-104.98344879999999,39.6988845,washington-park-west,MARIJUANA
153639,2016262891.0,2016260000000000.0,1202,robbery-business,robbery,4/27/16 21:55,4/27/16 22:22,-104.9285418,39.769516499999995,northeast-park-hill,MARIJUANA
153667,2016247193.0,2016250000000000.0,1208,robbery-residence,robbery,4/21/16 11:05,4/21/16 11:15,-104.9922811,39.7714585,globeville,MARIJUANA
154036,2016293806.0,2016290000000000.0,2305,theft-items-from-vehicle,theft-from-motor-vehicle,5/11/16 0:00,5/11/16 8:23,-104.85828570000001,39.7896533,montbello,MARIJUANA
154635,2016345930.0,2016350000000000.0,2203,burglary-business-by-force,burglary,6/3/16 1:19,6/3/16 2:12,-105.01039809999999,39.6789864,college-view-south-platte,MARIJUANA
154779,2016317585.0,2016320000000000.0,2203,burglary-business-by-force,burglary,5/21/16 5:45,5/21/16 17:21,-104.94214009999999,39.6852602,cory-merrill,MARIJUANA
155023,2016257214.0,2016260000000000.0,2399,theft-other,larceny,11/1/15 8:00,4/25/16 16:43,-105.003243,39.7195979,baker,MARIJUANA
155272,2016126405.0,2016130000000000.0,2203,burglary-business-by-force,burglary,2/28/16 2:04,2/28/16 2:39,-105.02554409999999,39.7331061,villa-park,MARIJUANA
155351,2016141282.0,2016140000000000.0,1208,robbery-residence,robbery,3/5/16 10:15,3/5/16 10:45,-105.02793259999999,39.737466999999995,west-colfax,MARIJUANA
156567,2016233567.0,2016230000000000.0,2205,burglary-business-no-force,burglary,4/14/16 11:20,4/15/16 8:30,-104.911188,39.777617299999996,northeast-park-hill,MARIJUANA
157441,201621833.0,201622000000000.0,3562,drug-marijuana-possess,drug-alcohol,1/7/16 12:00,1/11/16 15:05,-104.98708130000001,39.702719099999996,washington-park-west,MARIJUANA
158400,2016157324.0,2016160000000000.0,2203,burglary-business-by-force,burglary,3/12/16 3:45,3/12/16 11:15,-104.99269650000001,39.7745322,globeville,MARIJUANA
158603,2016191638.0,2016190000000000.0,2203,burglary-business-by-force,burglary,3/28/16 2:45,3/28/16 3:04,-104.946502,39.7868232,elyria-swansea,MARIJUANA
158833,2016524713.0,2016520000000000.0,2203,burglary-business-by-force,burglary,8/18/16 0:30,8/18/16 1:43,-104.946502,39.7868232,elyria-swansea,MARIJUANA
158843,2016524842.0,2016520000000000.0,2203,burglary-business-by-force,burglary,8/18/16 3:09,8/18/16 3:09,-104.9945264,39.7832425,globeville,MARIJUANA
158897,2016235609.0,2016240000000000.0,2203,burglary-business-by-force,burglary,4/16/16 1:15,4/16/16 1:26,-104.98746409999998,39.7087028,washington-park-west,MARIJUANA
159142,201628053.0,201628000000000.0,2305,theft-items-from-vehicle,theft-from-motor-vehicle,1/14/16 4:30,1/14/16 13:08,-105.01682120000001,39.7554445,jefferson-park,MARIJUANA
159619,2016338379.0,2016340000000000.0,2999,criminal-mischief-other,public-disorder,5/30/16 19:43,5/30/16 19:43,-104.99829540000002,39.6921459,ruby-hill,MARIJUANA
159623,2016338452.0,2016340000000000.0,1315,aggravated-assault,aggravated-assault,5/30/16 20:12,5/30/16 21:00,-104.99714159999999,39.7584395,five-points,MARIJUANA
159632,2016118681.0,2016120000000000.0,2203,burglary-business-by-force,burglary,2/24/16 21:30,2/24/16 21:57,-104.90871429999999,39.7013904,washington-virginia-vale,MARIJUANA
160284,2016458054.0,2016460000000000.0,2203,burglary-business-by-force,burglary,7/19/16 10:34,7/20/16 7:26,-105.01880759999999,39.724101700000006,valverde,MARIJUANA
160501,2016489671.0,2016490000000000.0,2203,burglary-business-by-force,burglary,8/2/16 22:50,8/2/16 23:58,-104.99829540000002,39.6921459,ruby-hill,MARIJUANA
160780,2016487624.0,2016490000000000.0,2203,burglary-business-by-force,burglary,8/2/16 4:30,8/2/16 5:03,-104.98961070000001,39.6794114,overland,MARIJUANA
160893,2016238291.0,2016240000000000.0,2308,theft-from-bldg,larceny,4/17/16 14:00,4/17/16 15:54,-104.94551090000002,39.7924627,elyria-swansea,MARIJUANA
161154,2016223154.0,2016220000000000.0,2204,burglary-residence-no-force,burglary,4/10/16 20:30,4/10/16 22:56,-104.90831270000001,39.7013829,washington-virginia-vale,MARIJUANA
161965,201655474.0,201655000000000.0,2203,burglary-business-by-force,burglary,1/26/16 23:20,1/26/16 23:52,-104.9146692,39.7399367,montclair,MARIJUANA
162157,2016312860.0,2016310000000000.0,2203,burglary-business-by-force,burglary,5/19/16 1:28,5/19/16 19:07,-104.9871919,39.6836946,platt-park,MARIJUANA
162179,2016313199.0,2016310000000000.0,2399,theft-other,larceny,5/19/16 17:00,5/19/16 22:04,-105.031151,39.7161408,barnum,MARIJUANA
162872,2016457523.0,2016460000000000.0,2399,theft-other,larceny,7/19/16 18:30,7/19/16 23:26,-105.02564650000001,39.7831661,berkeley,MARIJUANA
163536,2016346720.0,2016350000000000.0,3560,drug-marijuana-sell,drug-alcohol,6/3/16 12:00,6/3/16 12:00,-104.91454440000001,39.6786333,virginia-village,MARIJUANA
163823,2016339678.0,2016340000000000.0,2999,criminal-mischief-other,public-disorder,5/31/16 1:07,5/31/16 13:25,-104.9904653,39.6953023,overland,MARIJUANA
164321,2016539463.0,2016540000000000.0,2203,burglary-business-by-force,burglary,8/24/16 2:47,8/24/16 9:31,-104.9995503,39.7254654,baker,MARIJUANA
164521,2016571223.0,2016570000000000.0,2205,burglary-business-no-force,burglary,9/5/16 23:33,9/6/16 13:10,-104.94556029999998,39.7925151,elyria-swansea,MARIJUANA
164548,2016360323.0,2016360000000000.0,2203,burglary-business-by-force,burglary,6/9/16 0:30,6/9/16 1:13,-105.0069288,39.7222297,baker,MARIJUANA
164979,2016553502.0,2016550000000000.0,2203,burglary-business-by-force,burglary,8/30/16 4:10,8/30/16 5:04,-104.8749993,39.7083319,windsor,MARIJUANA
165033,2016585447.0,2016590000000000.0,2203,burglary-business-by-force,burglary,9/12/16 0:35,9/12/16 14:12,-104.95962469999999,39.785506,elyria-swansea,MARIJUANA
165741,2016492297.0,2016490000000000.0,2203,burglary-business-by-force,burglary,8/4/16 2:50,8/4/16 3:03,-104.99963429999998,39.6768053,college-view-south-platte,MARIJUANA
165758,2016492570.0,2016490000000000.0,2203,burglary-business-by-force,burglary,8/4/16 6:13,8/4/16 10:43,-105.0009274,39.6758115,college-view-south-platte,MARIJUANA
165943,2016429055.0,2016430000000000.0,2203,burglary-business-by-force,burglary,7/7/16 5:09,7/7/16 11:04,-105.05287040000002,39.696064,mar-lee,MARIJUANA
166021,2016527465.0,2016530000000000.0,2203,burglary-business-by-force,burglary,8/19/16 4:13,8/19/16 6:37,-105.01445859999998,39.73401629999999,lincoln-park,MARIJUANA
166657,20165003234.0,2.0165e+16,2203,burglary-business-by-force,burglary,8/14/16 19:30,8/15/16 9:30,-104.9410512,39.66584,wellshire,MARIJUANA
166658,20165003234.0,2.0165e+16,2999,criminal-mischief-other,public-disorder,8/14/16 19:30,8/15/16 9:30,-104.9410512,39.66584,wellshire,MARIJUANA
167240,2016476703.0,2016480000000000.0,2203,burglary-business-by-force,burglary,7/22/16 1:20,7/28/16 11:56,-104.9992513,39.697127200000004,athmar-park,MARIJUANA
167523,2016364813.0,2016360000000000.0,2399,theft-other,larceny,6/10/16 16:30,6/10/16 22:41,-104.9797844,39.7780392,globeville,MARIJUANA
167788,2016467207.0,2016470000000000.0,2203,burglary-business-by-force,burglary,7/24/16 3:24,7/24/16 3:58,-105.02548700000001,39.7236786,barnum,MARIJUANA
168220,2016446788.0,2016450000000000.0,2203,burglary-business-by-force,burglary,7/15/16 4:25,7/15/16 4:48,-104.95962469999999,39.785506,elyria-swansea,MARIJUANA
168225,2016446883.0,2016450000000000.0,2203,burglary-business-by-force,burglary,7/15/16 5:45,7/15/16 9:02,-105.00211170000001,39.67413079999999,college-view-south-platte,MARIJUANA
168460,2016478645.0,2016480000000000.0,2203,burglary-business-by-force,burglary,7/29/16 3:30,7/29/16 5:20,-105.0002023,39.695319399999995,ruby-hill,MARIJUANA
168542,2016412937.0,2016410000000000.0,2203,burglary-business-by-force,burglary,6/30/16 23:30,7/1/16 1:54,-104.90871429999999,39.7013904,washington-virginia-vale,MARIJUANA
168806,2016464950.0,2016460000000000.0,2203,burglary-business-by-force,burglary,7/23/16 3:46,7/23/16 7:14,-104.99829540000002,39.6921459,ruby-hill,MARIJUANA
168811,2016501432.0,2016500000000000.0,2203,burglary-business-by-force,burglary,8/8/16 4:24,8/8/16 10:11,-104.97003909999998,39.7776004,elyria-swansea,MARIJUANA
168988,2016564626.0,2016560000000000.0,1202,robbery-business,robbery,9/3/16 14:34,9/3/16 15:55,-104.95394170000002,39.7704853,clayton,MARIJUANA
169955,201635368.0,201635000000000.0,2203,burglary-business-by-force,burglary,1/17/16 19:58,1/17/16 23:27,-105.02480929999999,39.67258029999999,college-view-south-platte,MARIJUANA
170014,2016368338.0,2016370000000000.0,2203,burglary-business-by-force,burglary,6/12/16 4:30,6/12/16 9:03,-104.9013544,39.6809141,indian-creek,MARIJUANA
170238,2016403549.0,2016400000000000.0,2203,burglary-business-by-force,burglary,6/27/16 4:10,6/27/16 4:10,-104.9402356,39.6727846,university-hills,MARIJUANA
170299,2016437390.0,2016440000000000.0,2203,burglary-business-by-force,burglary,7/11/16 4:10,7/11/16 4:55,-104.8749993,39.7083319,windsor,MARIJUANA
170300,2016437413.0,2016440000000000.0,2203,burglary-business-by-force,burglary,7/11/16 4:14,7/11/16 4:49,-104.89803390000002,39.7403936,east-colfax,MARIJUANA
170755,2016435162.0,2016440000000000.0,2203,burglary-business-by-force,burglary,7/9/16 23:44,7/10/16 0:41,-104.99138229999998,39.6913667,overland,MARIJUANA
170847,2016515886.0,2016520000000000.0,2203,burglary-business-by-force,burglary,8/14/16 0:20,8/14/16 9:57,-105.0064064,39.713604499999995,valverde,MARIJUANA
170905,2016519096.0,2016520000000000.0,2203,burglary-business-by-force,burglary,8/13/16 23:00,8/15/16 17:36,-104.95884939999999,39.7757706,elyria-swansea,MARIJUANA
170910,2016519150.0,2016520000000000.0,2308,theft-from-bldg,larceny,8/15/16 15:00,8/15/16 19:01,-104.8930519,39.7404037,east-colfax,MARIJUANA
171326,2016450160.0,2016450000000000.0,2203,burglary-business-by-force,burglary,7/16/16 1:34,7/16/16 16:10,-105.0528719,39.6919323,mar-lee,MARIJUANA
171371,2016501351.0,2016500000000000.0,2203,burglary-business-by-force,burglary,8/8/16 6:20,8/8/16 8:10,-105.0232461,39.7296158,sun-valley,MARIJUANA
171390,2016518440.0,2016520000000000.0,2999,criminal-mischief-other,public-disorder,8/15/16 5:17,8/15/16 11:53,-104.9195618,39.6789739,virginia-village,MARIJUANA
171490,2016352458.0,2016350000000000.0,1315,aggravated-assault,aggravated-assault,6/5/16 19:49,6/5/16 20:32,-105.0281237,39.740775799999994,west-colfax,MARIJUANA
171545,2016481334.0,2016480000000000.0,2203,burglary-business-by-force,burglary,7/30/16 1:19,7/30/16 10:23,-105.00483759999999,39.7127744,valverde,MARIJUANA
171794,2016549754.0,2016550000000000.0,2203,burglary-business-by-force,burglary,8/28/16 4:00,8/28/16 14:39,-104.96557820000001,39.772378,cole,MARIJUANA
172428,2016506158.0,2016510000000000.0,2203,burglary-business-by-force,burglary,8/9/16 17:00,8/10/16 8:04,-104.90800800000001,39.7716249,northeast-park-hill,MARIJUANA
172599,2016646481.0,2016650000000000.0,912,homicide-other,murder,10/9/16 2:08,10/9/16 2:59,-104.9643817,39.7576196,whittier,MARIJUANA
172608,2016646755.0,2016650000000000.0,1208,robbery-residence,robbery,10/9/16 5:50,10/9/16 10:06,-105.02827309999999,39.6292096,fort-logan,MARIJUANA
172612,201664689.0,201665000000000.0,2305,theft-items-from-vehicle,theft-from-motor-vehicle,1/30/16 21:30,1/30/16 23:31,-104.9871376,39.6838289,platt-park,MARIJUANA
172660,2016453866.0,2016450000000000.0,2203,burglary-business-by-force,burglary,7/18/16 5:59,7/18/16 10:06,-104.97003909999998,39.7776004,elyria-swansea,MARIJUANA
173741,201648404.0,201648000000000.0,2204,burglary-residence-no-force,burglary,1/23/16 8:30,1/23/16 19:03,-104.98833219999999,39.7582972,five-points,MARIJUANA
173958,2016705609.0,2016710000000000.0,2204,burglary-residence-no-force,burglary,11/2/16 9:00,11/3/16 12:19,-105.03155090000001,39.7046836,westwood,MARIJUANA
174135,2016470113.0,2016470000000000.0,1205,robbery-street,robbery,7/24/16 2:00,7/25/16 14:25,-104.94139080000001,39.6776191,university-park,MARIJUANA
174163,2016522530.0,2016520000000000.0,2203,burglary-business-by-force,burglary,8/17/16 6:00,8/17/16 7:38,-104.946502,39.7868232,elyria-swansea,MARIJUANA
174191,2016537093.0,2016540000000000.0,2399,theft-other,larceny,8/9/16 13:15,8/23/16 9:10,-105.02548700000001,39.7236786,barnum,MARIJUANA
174589,2016469231.0,2016470000000000.0,2203,burglary-business-by-force,burglary,7/25/16 5:47,7/25/16 5:59,-104.90752350000001,39.6988834,washington-virginia-vale,MARIJUANA
175246,2016371417.0,2016370000000000.0,2204,burglary-residence-no-force,burglary,6/13/16 11:00,6/13/16 17:30,-104.9702332,39.6921271,washington-park,MARIJUANA
175574,201655300.0,201655000000000.0,2203,burglary-business-by-force,burglary,1/26/16 21:10,1/26/16 21:59,-105.0490273,39.740544799999995,west-colfax,MARIJUANA
175664,2016666072.0,2016670000000000.0,2203,burglary-business-by-force,burglary,10/17/16 19:00,10/17/16 19:56,-104.92969850000001,39.7729482,northeast-park-hill,MARIJUANA
176201,2016648048.0,2016650000000000.0,2399,theft-other,larceny,10/8/16 18:00,10/9/16 22:28,-104.9148894,39.7105549,washington-virginia-vale,MARIJUANA
176759,201661867.0,201662000000000.0,2204,burglary-residence-no-force,burglary,1/29/16 12:30,1/29/16 17:22,-104.9434679,39.6827161,university-park,MARIJUANA
177221,2016693215.0,2016690000000000.0,2203,burglary-business-by-force,burglary,10/29/16 4:41,10/29/16 4:56,-104.97960719999999,39.77794229999999,globeville,MARIJUANA
177677,2016505830.0,2016510000000000.0,2203,burglary-business-by-force,burglary,8/10/16 2:40,8/10/16 4:57,-104.9410512,39.66584,wellshire,MARIJUANA
177766,2016754783.0,2016750000000000.0,2203,burglary-business-by-force,burglary,11/26/16 2:31,11/26/16 3:29,-104.9079017,39.771995000000004,northeast-park-hill,MARIJUANA
177830,2016664449.0,2016660000000000.0,1315,aggravated-assault,aggravated-assault,10/17/16 5:35,10/17/16 5:42,-105.025446,39.6703619,harvey-park,MARIJUANA
